Year;Mileage;Price
2023;0;58245
2023;0;58245
2023;0;58245
2023;0;58245
2023;0;58245
2023;0;58245
2023;0;58245
2023;0;58245
2023;0;58245
2023;0;58245
2023;0;58245
2023;0;58245
2023;0;58245
2023;0;58245
2023;0;58245
2023;0;58255
2020;32334;58255
2023;0;58255
2022;12587;58257
2023;0;58259
2023;0;58259
2023;0;58261
2022;0;58265
2021;26501;58265
2023;0;58267
2021;58303;58268
2023;0;58268
2022;0;58271
2023;0;58284
2022;0;58285
2022;0;58286
2020;25316;58289
2020;46367;58291
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58294
2023;0;58295
2023;0;58295
2023;0;58295
2023;0;58295
2020;20146;58295
2022;0;58296
2022;0;58297
2022;1842;58297
2022;0;58299
2019;3041;58304
2023;0;58305
2023;0;58305
2022;5578;58308
2022;0;58315
2022;0;58315
2018;33502;58321
2018;33502;58321
2023;0;58322
2023;0;58325
2022;0;58325
2023;0;58329
2018;47577;58335
2022;0;58335
2023;0;58338
2021;2301;58342
2023;0;58344
2023;0;58344
2023;0;58345
2022;0;58355
2022;0;58355
2022;117;58369
2019;20253;58373
2022;0;58373
2023;0;58374
2023;0;58375
2023;0;58382
2023;0;58383
2022;0;58385
2023;0;58385
2023;0;58385
2021;47692;58387
2022;3087;58391
2021;20512;58391
2022;0;58395
2023;0;58395
2023;0;58396
2017;76495;58403
2021;9672;58405
2023;0;58411
2023;0;58416
2023;0;58416
2019;21001;58423
2022;0;58425
2022;0;58425
2023;0;58425
2022;0;58425
2020;26369;58429
2023;0;58433
2023;0;58435
2023;0;58435
2022;912;58444
2017;28082;58444
2022;0;58445
2023;0;58445
2022;0;58445
2023;0;58445
2017;65377;58453
2021;57848;58456
2023;0;58458
2022;0;58459
2022;79;58461
2023;0;58465
2022;0;58465
2023;0;58468
2023;0;58468
2023;0;58468
2023;0;58468
2023;0;58478
2022;0;58485
2022;0;58485
2019;19621;58485
2016;76457;58488
2021;2625;58488
2017;33959;58489
2022;0;58495
2023;0;58495
2023;0;58495
2023;663;58495
2022;0;58495
2023;0;58495
2023;0;58496
2016;17975;58497
2018;26681;58498
2020;42852;58498
2023;0;58499
2022;0;58499
2023;0;58499
2021;16;58499
2022;0;58505
2023;0;58506
2022;0;58509
2023;0;58509
2022;0;58515
2022;0;58516
2021;18754;58521
2021;23966;58524
2023;0;58525
2021;50139;58525
2022;0;58525
2022;0;58527
2023;0;58535
2022;0;58535
2023;0;58535
2023;0;58538
2023;0;58538
2021;20527;58544
2023;0;58545
2023;0;58545
2022;9142;58547
2022;0;58555
2023;0;58555
2023;0;58566
2023;0;58569
2023;0;58573
2022;0;58574
2022;0;58575
2022;0;58575
2021;23194;58591
2023;0;58595
2022;0;58595
2023;0;58595
2023;0;58595
2022;8436;58597
2022;896;58598
2011;1266;58599
2020;32555;58601
2023;0;58601
2022;0;58605
2022;0;58605
2022;0;58605
2023;0;58605
2023;0;58605
2022;0;58605
2023;0;58605
2023;0;58609
2023;0;58609
2023;0;58615
2022;0;58615
2022;0;58615
2022;1195;58623
2022;0;58635
2023;0;58635
2021;19566;58635
2023;0;58635
2023;0;58645
2023;0;58645
2023;0;58645
2022;0;58647
2022;0;58658
2022;0;58665
2022;0;58671
2022;0;58675
2023;0;58675
2023;0;58675
2021;19234;58676
2021;30295;58676
2022;0;58685
2022;0;58689
2023;0;58689
2021;12059;58691
2022;5423;58692
2023;0;58695
2023;0;58695
2023;0;58695
2019;31304;58695
2023;0;58695
2023;0;58695
2022;0;58697
2023;0;58705
2023;0;58705
2018;31258;58713
2023;0;58715
2022;0;58715
2022;0;58715
2023;0;58715
2023;0;58718
2020;35954;58718
2022;0;58725
2023;0;58725
2021;51017;58736
2023;0;58739
2023;0;58741
2022;0;58745
2021;31229;58754
2022;0;58755
2023;0;58755
2023;0;58755
2017;17918;58755
2023;0;58765
2023;0;58766
2023;0;58768
2023;0;58769
2022;0;58775
2022;159;58775
2022;0;58775
1987;112714;58779
2023;0;58781
2017;48944;58782
2022;0;58785
2023;0;58785
2023;0;58785
2023;0;58785
2023;0;58785
2023;0;58785
2019;53071;58787
2017;49635;58787
2021;3221;58788
2022;0;58791
2020;12034;58793
2021;15006;58795
2019;28766;58795
2022;6188;58795
2023;0;58795
2020;41535;58795
2022;0;58798
2019;13219;58798
2018;27881;58799
2022;531;58799
2022;0;58801
2022;0;58805
2022;0;58805
2021;25125;58812
2022;0;58815
2023;0;58815
2021;31045;58817
2019;26931;58819
2022;0;58823
2018;42117;58824
2023;0;58825
2023;0;58825
2023;0;58828
2023;0;58828
2022;8281;58829
2022;0;58835
2022;0;58835
2022;0;58835
2022;0;58835
2023;0;58837
2022;0;58838
2022;0;58842
2022;0;58843
2023;0;58844
2023;0;58844
2023;0;58844
2023;0;58845
2023;0;58845
2023;0;58845
2020;45413;58845
2023;0;58848
2023;0;58852
2022;0;58853
2020;15069;58855
2020;15069;58855
2023;0;58857
2016;56568;58857
2022;0;58863
2022;0;58863
2018;13336;58868
2022;0;58875
2023;0;58875
2022;0;58875
2018;13408;58877
2022;0;58881
2021;8285;58882
2023;0;58885
2023;0;58885
2022;0;58885
2023;0;58885
2023;0;58885
2023;0;58885
2023;0;58885
2022;657;58885
2022;845;58885
2022;50;58885
2007;12389;58885
2022;13047;58887
2020;38878;58888
2022;5598;58888
2021;3816;58888
2018;18745;58888
2022;17991;58888
2017;50467;58888
2018;54661;58888
2020;20881;58888
2018;46794;58891
2020;3043;58891
2023;2814;58895
2021;1883;58895
2018;35002;58895
2023;0;58895
2022;0;58895
2016;68209;58895
2022;153;58895
2023;0;58897
2020;30158;58897
2023;0;58905
2022;13126;58911
2023;0;58915
2023;0;58915
2023;0;58915
2017;36527;58922
2022;28147;58923
2023;0;58925
2023;0;58925
2021;2776;58925
2023;0;58925
2022;0;58928
2022;0;58928
2018;59457;58928
2022;0;58933
2022;0;58935
2023;0;58935
2022;0;58935
2022;0;58935
2022;0;58938
2023;0;58939
2023;0;58939
2023;0;58944
2022;0;58944
2021;38865;58944
2023;0;58945
2023;0;58945
2023;0;58945
2022;500;58946
2023;0;58948
2020;3295;58951
2020;13255;58953
2023;2546;58955
2021;8971;58955
2022;0;58956
2022;20664;58963
2023;0;58964
2022;0;58965
2022;7334;58967
2022;0;58972
2022;228;58974
2019;25998;58974
2023;0;58975
2021;14665;58975
2019;62355;58975
2023;0;58975
2022;10515;58976
2022;10515;58976
2018;61769;58977
2022;23221;58977
2022;12341;58977
2023;0;58979
2022;0;58979
2021;5973;58981
2019;14362;58981
2020;13655;58981
2019;15266;58981
2022;8005;58981
2023;0;58985
2022;6907;58985
2020;51901;58985
2019;17955;58985
2022;6389;58985
2021;37501;58985
2022;10695;58986
2021;21028;58987
2016;53063;58987
2020;29431;58987
2022;3629;58987
2011;36779;58987
2022;1898;58987
2022;84;58987
2022;0;58988
2022;9929;58988
2017;84631;58988
2022;1011;58988
2021;42667;58988
2022;424;58988
2021;17642;58988
2019;35173;58988
2019;35173;58988
2021;17681;58988
2023;989;58989
2016;80194;58989
2021;65208;58989
2022;10239;58989
2022;8911;58989
2021;9215;58989
2018;6197;58991
2015;4489;58991
2021;40732;58991
2022;10097;58991
2020;285;58991
2017;23434;58991
2019;21642;58992
2022;8822;58993
2022;12493;58993
2023;0;58993
2022;0;58993
2022;11453;58993
2022;9774;58993
2017;404;58993
2020;23606;58994
2022;0;58994
2021;27458;58994
2022;0;58995
2016;38757;58995
2022;6872;58995
2020;21237;58995
2023;0;58995
2017;26661;58995
2021;6535;58995
2021;9854;58995
2017;64351;58995
2022;7459;58995
2019;24709;58995
2020;120582;58995
2022;7225;58995
2023;0;58995
2016;55283;58995
2005;17509;58995
2019;49191;58995
2021;2763;58995
2005;2477;58995
2005;38318;58995
2023;690;58995
2022;26652;58995
2016;60527;58995
2016;37546;58995
2022;20541;58995
2020;1245;58995
2020;18299;58995
2020;34142;58995
2020;31978;58995
2018;29089;58995
2021;45095;58995
2006;2997;58995
2021;42939;58995
2021;8046;58995
2021;8026;58995
2018;65608;58995
2021;10443;58995
2019;78618;58995
2021;6535;58995
2021;8276;58995
2020;412;58995
2021;913;58995
2020;33136;58995
2020;33136;58995
2018;11692;58996
2022;7861;58996
2020;25674;58996
2022;9514;58997
2019;713;58997
2022;376;58998
2018;61184;58998
2021;13536;58998
2021;53903;58998
2022;4113;58998
2014;25683;58998
2014;25683;58998
2022;20985;58998
2019;53105;58998
2018;232;58998
2023;0;58998
2022;5016;58998
2016;6061;58998
2021;16533;58998
2019;24518;58998
2021;19987;58998
2018;38177;58998
2020;20265;58998
2022;3209;58999
2017;39824;58999
2023;779;58999
2023;0;58999
2018;2596;58999
2023;0;58999
2020;11807;58999
2018;33747;58999
2018;50888;58999
2022;8094;58999
2020;23877;58999
2022;1009;58999
2021;28645;58999
2018;34436;58999
2023;3971;58999
2020;15676;58999
2022;1188;58999
2018;45016;58999
2022;901;58999
2020;18611;58999
2020;54169;58999
2021;24092;58999
2022;0;59005
2022;0;59005
2021;18668;59008
2023;0;59014
2021;0;59015
2023;0;59021
2022;0;59022
2022;8828;59023
2022;0;59025
2022;0;59027
2022;0;59035
2023;0;59035
2023;0;59035
2023;0;59045
2023;0;59045
2023;0;59047
2022;0;59051
2023;0;59055
2023;0;59061
2023;0;59064
2022;0;59071
2022;0;59075
2022;0;59075
2022;0;59083
2023;0;59085
2023;0;59085
2022;0;59085
2022;0;59085
2023;0;59085
2020;55215;59089
2018;348;59093
2023;0;59095
2023;0;59095
2023;0;59095
2023;0;59095
2023;0;59095
2023;0;59095
2023;0;59095
2023;0;59095
2022;0;59095
2023;0;59095
2023;0;59095
2023;0;59095
2023;0;59095
2023;0;59095
2023;0;59105
2022;0;59105
2022;0;59106
2020;59677;59111
2022;0;59115
2022;0;59119
2021;2836;59121
2023;0;59125
2022;0;59133
2020;37737;59142
2022;0;59145
2023;0;59145
2023;0;59145
2022;0;59152
2022;0;59155
2023;0;59165
2022;0;59165
2023;0;59168
2020;33348;59168
2022;0;59175
2022;5694;59177
2023;0;59178
2022;0;59179
2023;0;59184
2022;0;59185
2023;0;59185
2022;0;59185
2021;38046;59195
2023;0;59195
2023;0;59195
2023;0;59205
2023;0;59205
2022;0;59207
2023;0;59208
2022;0;59209
2016;51265;59211
2023;0;59215
2023;0;59216
2023;0;59225
2023;0;59225
2020;13417;59226
2023;0;59228
2021;34029;59232
2022;0;59234
2022;0;59235
2022;0;59235
2018;401;59239
2023;0;59242
2023;0;59245
2023;0;59245
2022;0;59249
2022;0;59249
2023;259;59254
2023;0;59255
2022;0;59255
2022;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59255
2023;0;59257
2023;0;59258
2023;0;59258
2023;0;59269
2022;0;59275
2023;0;59275
2022;0;59275
2023;0;59283
2022;0;59293
2023;0;59295
2023;0;59295
2021;37141;59297
2023;0;59298
2023;0;59304
2022;0;59305
2023;0;59305
2023;0;59307
2023;0;59309
2022;0;59315
2023;0;59318
2023;0;59325
2023;0;59334
2023;0;59335
2023;0;59335
2022;101;59338
2022;0;59345
2023;0;59345
2023;0;59353
2022;0;59354
2022;0;59354
2023;0;59354
2023;0;59355
2023;0;59358
2017;475;59358
2015;59304;59359
2023;0;59365
2023;0;59365
2023;0;59365
2023;0;59365
2023;0;59365
2022;0;59372
2022;0;59375
2023;0;59375
2022;0;59375
2023;0;59379
2022;0;59385
2023;0;59385
2022;0;59385
2022;0;59385
2022;0;59389
2022;9479;59389
2023;0;59393
2022;0;59393
2023;0;59394
2023;0;59395
2023;0;59395
2023;0;59395
2023;0;59397
2023;0;59405
2023;0;59405
2023;0;59411
2023;0;59411
2023;0;59413
2023;0;59415
2019;19502;59415
2022;0;59418
2022;0;59425
2022;0;59425
2022;0;59425
2023;0;59425
2023;0;59433
2022;0;59435
2022;0;59435
2021;19575;59435
2020;39247;59442
2021;32998;59444
2023;0;59445
2023;0;59445
2023;0;59445
2023;0;59445
2021;26313;59451
2020;41465;59452
2018;34071;59455
2019;55036;59455
2022;0;59456
2023;0;59458
2023;0;59464
2018;3001;59464
2023;0;59465
2022;0;59466
2016;35446;59472
2022;0;59475
2023;0;59479
2022;0;59481
2017;50115;59485
2023;0;59485
2023;0;59485
2021;17947;59485
2023;0;59485
2023;0;59485
2023;0;59485
2022;3456;59487
2023;0;59488
2021;33014;59489
2021;37566;59489
2022;0;59489
2022;11919;59492
2022;0;59495
2022;28807;59495
2018;30341;59495
2022;7326;59495
2018;445;59495
2022;0;59495
2018;42008;59495
2023;0;59495
2019;41634;59495
2023;0;59495
2022;0;59495
2023;0;59495
2020;38626;59495
2022;2539;59498
2018;42032;59498
2020;2247;59498
2022;10601;59498
2019;22454;59501
2022;5566;59503
2022;0;59504
2016;15812;59505
2023;0;59505
2022;0;59505
2022;0;59505
2021;5201;59521
2023;0;59523
2021;27196;59525
2022;0;59527
2023;0;59535
2023;0;59538
2023;0;59545
2022;0;59553
2022;0;59555
2023;0;59555
2023;0;59555
2023;0;59555
2022;0;59555
2023;0;59557
2023;0;59558
2020;18259;59562
2023;0;59566
2023;0;59575
2016;56028;59575
2023;0;59575
2023;0;59575
2023;0;59575
2023;0;59585
2022;0;59591
2023;0;59591
2023;3124;59594
2023;3124;59594
2017;3199;59595
2023;0;59595
2023;0;59595
2023;0;59595
2023;0;59595
2022;1242;59595
2023;0;59595
2023;0;59598
2023;0;59598
2018;3205;59599
2022;10884;59599
2023;0;59599
2022;0;59605
2023;0;59605
2022;0;59605
2023;0;59605
2023;0;59615
2022;0;59615
2022;0;59615
2023;0;59615
2023;0;59617
2023;0;59622
2019;15481;59623
2022;1721;59623
2022;0;59625
2022;0;59626
2023;0;59628
2023;0;59629
2022;7479;59631
2022;8584;59631
2022;0;59635
2022;0;59635
2023;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2022;0;59635
2023;0;59638
2022;118;59644
2022;0;59645
2023;0;59645
2023;0;59645
2023;0;59645
2023;0;59645
2023;0;59645
2021;21459;59647
2018;52365;59647
2018;18502;59648
2023;0;59654
2023;0;59655
2023;0;59655
2023;0;59655
2023;0;59658
2017;62297;59664
2022;0;59665
2022;0;59665
2022;0;59665
2023;0;59666
2022;4073;59669
2022;0;59674
2016;37934;59675
2022;0;59678
2022;0;59681
2023;0;59684
2023;0;59685
2023;0;59685
2023;0;59685
2023;0;59685
2023;0;59685
2022;0;59695
2017;30281;59695
2023;0;59698
2022;1874;59699
2022;2275;59699
2023;255;59704
2023;0;59705
2023;0;59708
2020;56594;59711
2016;39096;59711
2022;0;59715
2022;0;59715
2017;3722;59718
2023;0;59719
2023;0;59725
2023;0;59725
2022;0;59726
2022;8201;59727
2022;0;59735
2022;0;59741
2019;24477;59741
2023;3767;59744
2023;0;59745
2022;0;59752
2022;0;59754
2016;8893;59755
2016;8893;59755
2023;0;59755
2022;18004;59758
2023;0;59768
2021;1951;59768
2023;0;59769
2023;0;59775
2022;8081;59775
2023;0;59775
2022;0;59775
2023;0;59775
2023;0;59775
2023;0;59775
2023;0;59775
2023;0;59775
2017;33777;59777
2022;7239;59777
2018;3594;59777
2020;53321;59777
2020;36465;59777
2022;0;59781
2023;0;59782
2022;0;59785
2022;0;59785
2023;0;59785
2023;0;59787
2020;30;59788
2022;0;59795
2023;0;59795
2022;13518;59795
2022;11648;59795
2022;785;59798
1977;17646;59798
2018;39652;59799
2022;0;59799
2019;30793;59799
2022;85;59799
2023;0;59805
2022;0;59805
2023;0;59805
2023;0;59805
2022;0;59805
2023;0;59805
2022;10815;59811
2022;0;59811
2022;0;59815
2021;14686;59815
2022;1767;59815
2023;0;59819
2023;0;59819
2023;0;59825
2020;25763;59833
2022;9632;59833
2022;0;59835
2022;0;59835
2023;1109;59836
2021;31723;59838
2023;0;59843
2022;0;59845
2023;0;59845
2022;0;59845
2023;0;59847
2023;0;59852
2022;1031;59862
2022;12923;59863
2022;2528;59864
2022;0;59865
2022;0;59865
2022;0;59865
2023;0;59865
2020;2762;59865
2022;0;59865
2021;28596;59866
2023;0;59871
2023;0;59871
2023;0;59875
2020;10642;59877
2019;46937;59881
2023;0;59884
2019;67;59884
2023;0;59885
2023;0;59885
2023;0;59885
2023;0;59885
2023;0;59885
2023;0;59885
2021;1672;59885
2023;0;59885
2023;0;59885
2023;0;59885
2023;0;59885
2023;0;59885
2020;34504;59885
2023;0;59885
2023;0;59885
2021;28241;59887
2018;48468;59887
2023;0;59888
2016;9768;59888
2021;228;59888
2022;5039;59888
2021;9957;59888
2022;2828;59888
2008;34345;59888
2019;33578;59889
1996;93363;59889
2020;754;59894
2013;67516;59894
2023;0;59895
2022;3633;59895
2023;0;59895
2023;0;59895
2023;0;59895
2023;0;59895
2023;0;59895
2023;0;59895
2023;0;59896
2022;0;59897
2021;44206;59898
2021;36091;59899
2019;47349;59899
2021;46146;59899
2019;55885;59901
2023;0;59905
2023;0;59905
2023;0;59905
2016;81901;59914
2022;0;59915
2023;0;59915
2019;23631;59916
2023;0;59918
2022;0;59919
2022;0;59922
2023;0;59922
2023;0;59925
2023;0;59925
2022;0;59925
2022;0;59925
2022;0;59933
2023;0;59934
2023;0;59934
2022;0;59935
2022;0;59935
2023;0;59935
2021;21589;59936
2019;41809;59937
2023;0;59939
2020;43115;59941
2020;42374;59942
2019;11571;59942
2023;0;59945
2022;0;59945
2023;0;59945
2023;0;59945
2022;6849;59945
2023;0;59946
2021;1823;59949
2022;0;59955
2022;0;59955
2022;0;59955
2022;0;59955
2022;0;59955
2022;14184;59956
2020;23214;59957
2023;0;59958
2023;0;59958
2019;34726;59959
2020;18371;59959
2022;0;59961
2020;34612;59962
2020;30277;59964
2023;865;59965
2020;25293;59965
1995;97217;59965
1967;2141;59967
2022;8514;59968
2021;13207;59968
2017;50765;59971
2023;0;59972
2019;2167;59975
2022;3295;59975
2017;14406;59975
2017;88;59975
2020;16867;59976
2017;42086;59977
2023;0;59977
2017;79555;59977
2020;37382;59977
2020;37382;59977
2018;17997;59977
2023;4271;59981
2018;41141;59981
2019;3664;59981
2023;0;59982
2023;0;59983
2022;153;59984
2022;0;59985
2013;69657;59985
2017;27921;59985
2022;8612;59985
2021;9387;59985
2021;10563;59985
2022;14521;59987
2021;5075;59987
2022;1007;59987
2022;13382;59987
2016;6295;59987
2022;6299;59988
2022;5197;59988
2019;20744;59988
2021;2617;59988
2020;26972;59988
2020;26972;59988
2022;971;59988
2022;996;59988
2020;41656;59988
2022;19567;59988
2022;8531;59988
2016;4096;59988
2020;41656;59988
2022;12335;59988
2021;45276;59988
2020;22858;59988
2021;8599;59988
2019;28777;59988
2019;28777;59988
2021;15788;59988
2022;0;59989
2022;13607;59989
2022;10629;59989
2022;7238;59989
2022;8;59989
2023;7041;59991
2021;2185;59991
2022;4924;59991
2018;57613;59991
2020;11412;59991
2020;29857;59991
2022;10112;59991
2018;18319;59991
2022;11713;59991
2022;27;59992
2022;18262;59992
2018;26016;59992
2017;19897;59992
2020;42896;59992
2022;11214;59992
2022;11374;59993
2019;3985;59993
2022;1104;59993
2022;4551;59993
2022;14424;59994
2021;7289;59994
2003;12804;59994
2022;10812;59994
2018;38096;59995
2022;0;59995
2022;0;59995
2018;26523;59995
2020;15314;59995
2022;3529;59995
2019;42998;59995
2021;3018;59995
2019;14981;59995
2022;0;59995
2016;68201;59995
2023;493;59995
2022;0;59995
2018;28138;59995
2021;22269;59995
2022;706;59995
2017;47094;59995
2016;11367;59995
2020;36444;59995
2008;691;59995
2016;47541;59995
2023;0;59995
2016;51479;59995
2022;1752;59995
2015;61371;59995
2017;78354;59995
2023;0;59995
2022;2057;59995
2022;14379;59995
2022;8995;59995
2022;2251;59995
2018;58;59995
2021;4751;59995
2018;58648;59995
2017;3878;59995
2018;76248;59995
2021;7173;59995
2021;19725;59995
2020;43212;59995
2022;0;59995
2021;24793;59995
2016;545;59995
2022;9901;59995
2022;9901;59995
2016;45337;59995
2020;28018;59995
2019;32465;59995
2020;20442;59995
2003;15984;59995
2020;40862;59995
2022;0;59995
2018;38618;59995
2021;24508;59995
2020;29953;59995
2016;8717;59995
2009;55863;59995
2022;10709;59995
2018;32137;59995
2016;47532;59995
2022;7702;59995
2020;18062;59995
2020;18062;59995
2017;3028;59995
2023;0;59995
2018;24991;59995
2022;20229;59995
2018;34459;59995
2018;356;59995
2020;28384;59995
2009;63276;59995
2018;53526;59995
2016;51408;59995
2022;8734;59995
2020;38027;59995
2004;38311;59995
2021;15301;59995
2018;17083;59995
2022;0;59995
2017;20944;59995
2020;3834;59995
2020;31479;59995
2016;51325;59995
2022;95;59995
2022;4408;59995
2020;34585;59995
2020;34585;59995
2022;15162;59995
2022;10442;59995
2019;83043;59995
2022;35648;59995
2019;23947;59995
2022;1003;59995
2020;26561;59995
2020;26561;59995
2022;24758;59995
2021;15249;59995
2015;2061;59995
2020;31364;59995
2020;4643;59995
2019;24852;59995
2020;33675;59995
2018;32519;59996
2017;11253;59996
2019;42947;59996
2022;23455;59997
2019;9905;59997
2020;24005;59997
2019;43448;59997
2020;45439;59997
2018;61403;59997
2020;22122;59997
2020;22122;59997
2021;3145;59997
2020;43263;59997
2018;20149;59998
2019;15985;59998
2022;8759;59998
2022;686;59998
2016;47889;59998
2019;19054;59998
2017;25765;59998
2022;0;59998
2021;15339;59998
2022;9042;59998
2016;71992;59998
2021;1277;59998
2021;28098;59998
2022;18093;59998
2009;4418;59998
2023;0;59998
2020;23563;59998
2022;2806;59998
1991;72967;59998
2022;5201;59998
2021;18553;59998
2018;51773;59998
2019;21786;59998
2022;9971;59998
2020;21347;59998
2022;14285;59998
2018;70417;59998
2022;6;59998
2020;30766;59998
2022;0;59999
2016;28814;59999
2017;23765;59999
2019;25365;59999
2019;30658;59999
2022;0;59999
2022;518;59999
2017;31524;59999
2019;24215;59999
2018;488;59999
2020;25782;59999
2022;2001;59999
2003;2088;59999
2018;47;59999
2022;0;59999
2017;7383;59999
1980;188;59999
2018;45712;59999
2016;33475;59999
2022;125;59999
2016;129;59999
2016;5575;59999
2020;21495;59999
2022;3648;59999
2022;0;59999
2022;15309;59999
2022;0;59999
2021;24993;59999
2022;11232;59999
2013;73732;59999
2022;28877;59999
2021;6028;59999
2022;925;59999
2020;21382;59999
2019;33018;59999
2020;16001;59999
2021;23026;59999
2021;23026;59999
2021;27034;59999
2021;416;59999
2011;38331;59999
2022;27;59999
2009;74366;59999
2022;76;59999
2020;2299;59999
2022;3042;59999
2020;25065;59999
2022;12794;59999
2023;0;60005
2022;0;60005
2022;0;60005
2023;0;60005
2023;0;60005
2023;0;60011
2023;0;60014
2022;5158;60022
2022;0;60022
2022;0;60025
2023;0;60035
2023;0;60035
2023;0;60037
2023;0;60044
2023;0;60045
2023;0;60054
2023;0;60055
2022;0;60055
2023;0;60055
2022;0;60056
2023;0;60064
2023;0;60065
2023;0;60065
2023;0;60065
2022;0;60065
2022;0;60065
2023;0;60065
2023;0;60075
2023;0;60075
2023;0;60075
2023;0;60075
2023;0;60078
2022;0;60079
2020;244;60086
2021;4655;60103
2023;0;60104
2021;57672;60106
2018;18695;60111
2023;0;60115
2023;0;60119
2022;23709;60133
2022;58;60135
2023;0;60135
2022;0;60135
2023;0;60143
2022;0;60145
2022;0;60145
2016;48231;60145
2023;0;60145
2023;0;60145
2023;0;60145
2023;0;60152
2022;0;60152
2023;0;60155
2023;0;60155
2023;0;60155
2023;0;60155
2023;0;60155
2023;0;60155
2023;0;60155
2023;0;60155
2023;0;60155
2023;0;60155
2023;0;60155
2023;0;60155
2023;0;60155
2023;0;60155
2023;0;60163
2023;0;60165
2023;0;60165
2022;0;60169
2023;0;60169
2019;38329;60172
2023;0;60175
2023;0;60182
2023;0;60182
2019;37766;60196
2023;0;60198
2014;49414;60199
2022;4109;60202
2020;34106;60209
2022;0;60221
2022;0;60222
2023;0;60224
2023;0;60233
2022;0;60234
2023;0;60238
2021;28882;60243
2023;0;60245
2022;0;60245
2023;0;60245
2023;0;60245
2023;0;60245
2022;0;60248
2022;4813;60249
2023;0;60251
2023;0;60252
2023;0;60255
2023;0;60263
2022;0;60265
2023;0;60265
2023;0;60268
2023;0;60275
2023;0;60277
2023;0;60279
2020;3175;60283
